2116,著名实力派粤语流行音乐歌手、演员，香港演艺人协会副会长之一，曾被美国《时代杂志》形容为影响香港乐坛风格的人物，同时也是继许冠杰、张学友之后第三个获得“歌神”称号的香港男歌手。同时他也是继张学友后另一个在台湾获得成功的香港歌手，在2003年他成为了第二个拿到台湾金曲奖“最佳国语男演唱人”的香港歌手。陈奕迅曾被《时代》杂志形容为影响香港乐坛风格的人物。
7891,著名音乐人、音乐创作家，国内流行乐坛不可多得的创作型唱将，她凭借宛若天籁的声线和独具风格的词曲创作赢得了众多歌迷的青睐。韩红出生在西藏昌都，母亲雍西是著名的藏族歌手，人们熟悉的《北京的金山上》首唱就是她演唱的。1998年韩红发行了第一张个人专辑《雪域光芒》，其主打歌《家乡》和《雪域光芒》便迅速在各流行音乐排行榜上独领风骚，随后的几年之间，韩红又相继发表了《醒了》、《歌唱》、《红》等数张个人专辑。
9621,中国著名女歌手、演员。是继邓丽君后大中华地区成就最高、影响力最大的华语女歌手。以其极具辨识度的天籁空灵般嗓音，在华语歌坛创造了属于她自己的时代。她是首位登上美国《时代周刊》封面并接受CNN专访的华语歌手。她是身价最高，演唱会上座率最高，演唱会票房累计最高的华语女歌手。王菲北京出生。
10580,郑融，籍贯广东恩平，香港女歌手、演员，其5呎2吋的身高比其他明星娇小，令人留下深刻印象。早期加入Starz People（种星堂）担任模特儿，后被其公司Starz Music赏识找她试音，加入正东唱片而成为歌手。2003年正式出道，并凭其出道作《成人对待》、《小神仙》及亚军歌《终生学习》夺得“最有前途新人奖铜奖”。
3706,香港著名歌手和演员。1980年，他凭《在水中央》及《分分钟需要你》两首歌曲在第三届十大中文金曲颁奖音乐会连获两个金曲奖，成为当年的大赢家。而在1994年举行的香港电台第十七届《十大中文金曲颁奖音乐会》上，林子祥获颁“香港乐坛最高荣誉──金针奖”。2003年，林子祥获得CASH音乐成就大奖，是首位唱作人获得此殊荣。
3722,梁汉文（Edmond Leung），香港歌手、节目主持人、演员。其歌曲《七友》曾红极一时。在新秀比赛后，梁汉文第一首受注目的主打歌《想着你等着你》叫好不叫座。第二张专辑《胡涂情感》花了一年录制，其实也算是佳作，但始终还是销量一般。经历过两次失败，梁汉文面对被公司解约的危机，不得不走大众化抒情歌路线。第三张唱片中的《缠绵游戏》成为他的成名作，难度极高的深情假音从此与梁汉文划上等号。
8926,莫文蔚 (Karen Joy Morris，艺名Karen Mok)，香港歌手和演员。1993年发行首张粤语唱片《karen莫文蔚》进入娱乐圈；1995年主演电影《大话西游》获得关注。1996年凭借电影《堕落天使》获得香港电影金像奖最佳女配角奖。
8329, 香港影视歌三栖著名女艺人，粤语流行歌曲天后，华语歌曲兼备的因其清新的气质和动人的歌喉，被称为一代香港玉女掌门。1995年出道，截至2012年7月，发行了13张国语专辑，18张粤语专辑，（均不包括纯精选集），以及4张现场收音专辑。获奖无数。拍摄过40多部电影及短片，共获得6次电影奖项提名。歌曲代表作有《短发》《胆小鬼》《中意他》《花火》《爱的代价》《凹凸》等。
6495,钟镇涛（Kenny Bee，又称“阿B”、“B哥”），1953年2月23日出生于广东省江门市新会区，香港实力派歌手和著名演员，温拿乐队主音歌手。曾主演金马奖最佳影片《早安台北》、《小城故事》和琼瑶片代表作《聚散两依依》等影视剧。
10782,郑欣宜（Joyce Cheng，1987年5月30日－），香港歌手、演员，出生于加拿大温哥华，籍贯中国广东台山，是香港著名电视剧演员郑少秋与电视节目主持沈殿霞所生的女儿，本身是学生，也不时亮相香港的电视节目和商品宣传。郑欣宜以往最备受瞩目的是她的体重，修身成功后更成为2003年修身堂的瘦身代言人。
2117,香港知名歌手。出生于美国纽约，两岁随家人返香港。在港时就读于圣保罗男女小学及中学1年级，1989年到美国西雅图继续其中学生涯。他曾于西雅图华盛顿州立大学读书，两年后转到著名的私立大学罗德岛设计学院（Rhode Island School of Design）主修平面设计，并于1999年取得学位。毕业后，他在加州旧金山的圣塔克莱拉（Santa Clara）的雅虎当网页设计员。
9624,香港著名艺人。原籍上海，1967年加入丽的电视任基本艺员，主演四千金而成名。作为香港电视界的知名艺员，汪明荃涉及影视、歌唱、戏曲、主持、话剧、政界等多方面。2007年荣获香港城市大学副监督梁乃鹏博士颁授荣誉文学博士学位。
11001,“at 17”是“人山人海”签约的第一支组合，由卢凯彤（Ellen）、林二汶（Eman）组成，年纪轻轻的她们充满音乐感和自信，在舞台上甚有大将之风， 2002年1月1日正式签约“人山人海”。她们的音乐风格以电子民谣为主，以清新的音乐风格清洗乐迷耳朵。
2738,方大同（Khalil Fong），1983年7月14日出生于美国夏威夷，香港男歌手。 1998年定居香港，从小自学了高等教育和乐器。他于15岁时自学吉他，18岁自学钢琴，并钟情于音乐。2009年1月1日，方大同在2008年度叱吒乐坛流行榜颁奖典礼上同时夺得“叱吒乐坛男歌手金奖”、“叱吒乐坛唱作人金奖”及“叱吒乐坛作曲人大奖”。2010年，与王力宏、刘亦菲主演《恋爱通告》。
5787, 许志安（Andy Hui，1967年8月12日－），男，籍贯广东番禺，生于香港，为香港著名实力派歌手及影视演员，代表作品有《翻腾》、《昨迟人》、《七号差馆》等。2001年获得十大劲歌金曲颁奖礼最受欢迎男歌手，1999、2000、2003年三度夺得“叱吒乐坛男歌手金奖”和2002年度“叱吒乐坛我最喜爱的男歌手”。同时于2005年被选为香港十大杰出青年。
5205,谭咏麟，1950年8月23日生于香港，籍贯广东新会，中国香港男歌手、音乐人、演员。1968年，谭咏麟加入Loosers乐队，进入演艺圈。1973年任温拿乐队主音歌手。1975年参演个人首部电影《大家乐》 。1978年温拿乐队解散后以个人身份发展。1979年赴台湾发展事业，同年推出首张个人专辑《反斗星》 。1981年凭借剧情片《假如我是真的》获得第18届台湾电影金马奖最佳男主角奖。
4948, 香港著名歌手，演员。。1985年参加第四届新秀歌唱大赛获得亚军，签约华星唱片。1989年推出首张个人专辑《失眠》，2011年获得十大中文金曲优秀流行歌手大奖。代表作包括《男人不该让女人流泪》、《越吻越伤心》、《爱一个人好难》等这些流行一时的伤感缠绵的情歌。
6608,"外文名：Eric Tsang
国籍：中国
出生地：中国香港
生日：1953年4月14日
职业：演员、导演、制片人、主持人
代表作：《哪吒》，《无间道》，《甜蜜蜜》，《三岔口》
曾志伟，1953年4月14日出生于香港，影视演员、编剧、导演、监制、主持人，广州市政协委员、世贸联合基金总会荣誉主席、形象大使、康宏晨曦足球队的名誉会长、香港明星足球队创始人、香港电影金像奖组委会副主席，原香港演"
9269,香港著名女歌手。15岁时，容祖儿参加卡拉OK大赛勇夺冠军并获得正东唱片歌星合约，1996年推出她出道第一首单曲《第一次我想醉》。1999年9月29日，容祖儿推出首张同名EP《Joey》。2003年，一首家传户晓的《我的骄傲》（国语《挥着翅膀的女孩》）让容祖儿的事业达到颠峰状态并顺利打入国内市场。
5207,泰迪·罗宾，（1945年3月2日一）香港艺人，演员，自幼喜爱音乐，中学时期便组织“花花公子”乐队，60年代中期一度走红。1970年进入电影界，主演《爱情的代价》。泰迪罗宾做过导演、监制、电影音乐、出品人，为香港电影出过不少力，90年代后淡出，偶尔在一些颁奖典礼上出现。
10204,香港著名演员、歌手。在1995年透过参加无线电视的第14届新秀歌唱比赛得到季军而入行。1996年首张专辑《狼来了》反应已颇佳，共售得金唱片的销量。1996年歌曲《直觉》及《再见二丁目》为杨千嬅的歌唱事业制造了踏脚石，《再见二丁目》出色到位的演绎也让林夕对杨千嬅青睐有加。1999年《夏天的故事》及《抬起我的头来》更唱得街知巷闻，《抬起我的头来》更为杨千嬅首尝环扫各台颁奖礼金曲奖项的滋味。
9608, 王菀之出生于小康之家，父母两人都是业余歌唱家。王菀之拥有一双适合于弹琴又长又软的手和一把天使的声音，而事实证明她的创作才华更加的被大众所认可。擅长弹奏钢琴的王菀之6岁已考毕钢琴八级。于张祝珊英文中学读至中五，及后在加拿大读大学时选读经济科，2000年参加第12届CASH流行曲创作大赛，凭一首《是一个误会没什么可悲》（国语）夺得冠军，该作品由王菀之一人包办作曲、作词及演绎。
226341,香港肥妈是非常出名的演员和歌手，同时也是出色的主持人，后参演影视剧，凭借与周润发的《监狱风云》主唱《友谊之光》和《充满希望》而成名，是香港乐坛的传奇人物。
3691,大中华区乐坛和影坛巨星，华人娱乐圈影、视、歌综合发展最成功的代表性人物之一。作为歌手，他是香港乐坛“四大天王”之一，吉尼斯世界纪录中获奖最多的粤语男歌手，曾六度夺得香港“十大劲歌金曲颁奖典礼”的“最受欢迎男歌星”奖；作为演员，他是香港“无线五虎”之一，参与演出的电影超过140部，先后获得三届香港电影金像奖最佳男主角奖，两届台湾电影金马奖最佳男主角奖，2012年担任第49届台湾电影金马奖评审团主席。
6460,在亚洲地区和整个华人社会具有影响力的实力派音乐巨星和著名电影演员，香港乐坛“四大天王”之一，在华语地区享有“歌神”的美誉。90年代中期为张学友事业巅峰时期，截止2006年，其全球正版唱片销量已达1.2亿张之多，为华人之首。影视方面，张学友在1989年获得香港电影金像奖的最佳男配角奖以及1990年的台湾电影金马奖的最佳男配角奖，2002年获得印度新德里电影节的最佳男演员奖。
3799,林依轮(AllenLin)，1970年4月4日出生于河北省石家庄，内地著名偶像实力派，影视歌三栖明星。中国流行乐坛天王级的歌手，娱乐圈成功多栖发展的杰出代表，他是中国流行乐坛90年代的风云人物，在东北亚区有“歌帝”的称号。林依轮长得阳光帅气，孔武有力。1993年在广州凭一曲欢快上口的《爱情鸟》风靡中国大江南北。
3116,黄家强是中国香港殿堂级摇滚乐队Beyond的贝斯手，也是其乐队的已故主唱兼吉他手黄家驹的弟弟，其籍贯为广东省台山市。黄家强在早年曾和梁翘柏一起组成乐队，后于1983年底因李荣潮离开Beyond而加入该乐队。黄家驹意外去世后，黄家强与Beyond的其他成员继续以乐队名义发展；Beyond解散后，黄家强开展了自己的音乐事业。
3699,李克勤，中国香港很有影响力的粤语流行曲歌手与演员。1985年凭《雾之恋》夺得“十九区业余歌唱大赛”冠军而晋身乐坛。
3956,"国籍：中国
出生地：广东顺德
职业：演员
代表作品：《重案组》、《大话西游》
简介：罗家英原名罗行堂。祖籍广东顺德。出身粤剧世家。1949年跟随父亲罗家权（罗仕干）往香港定居。8岁时跟随父亲罗家权、伯父罗家树学习粤剧基本功架，师随粉菊花、吕国铨、刘洵、李万春等京剧大师，红裤出身，由兵仔开始，21岁便担当演出文武生。"
7893,黄韵玲，台湾歌手、音乐制作人，超级星光大道固定评审之一。14岁参加金韵奖，获得优胜。之后与李宗盛等人一同创作音乐。1980年代，台湾流行乐坛兴起“新音乐运动”，黄韵玲即为其中一分子。签约滚石唱片后，1986年，她推出自己的首张个人专辑《忧伤男孩》，即获不俗的反响。不仅自己能写词作曲，编曲、乐器演奏、和声甚至歌曲制作亦是样样精通，故被人们称为“音乐才女”、“音乐精灵”。
30116848,"歌手阿冗，不要音乐旗下艺人，代表作《与我无关》《你的答案》
合作请联系：yxy@buyao.com"
31876221,柏松，男，汉族，1.78M，70KG，中国山东籍，1990年11月25日出生于山东省德州市。
31376161,合作邮箱：yrzstudio@163.com
12138269,毛不易，原名王维家，1994年10月1日出生于黑龙江省齐齐哈尔市泰来县，中国内地流行乐男歌手，毕业于杭州师范大学护理专业。2017年，参加选秀娱乐节目《明日之子》的比赛，获得全国总决赛冠军，从而正式进入演艺圈；9月1日，推出首张个人音乐专辑《巨星不易工作室 No.1》；11月11日，推出个人原创单曲《项羽虞姬》。
13022016,廖俊涛，1994年10月11日生于重庆，“明日之子”第一季人气选手，全能唱作人。曾获《Q》杂志中文版2018年度最佳live，《咬掉半口的苹果》获封年度最具潜力创作专辑。作为原创音乐人，他将词曲唱作编集于一身，充满青春文艺气息的歌词，极具个人特色的旋律，使得他的每首作品都带有廖式歌曲的独有标签。
12622588,钟易轩，2000年9月22日出生于湖南，原创音乐人。明日之子九大厂牌人气选手，华语乐坛原创新势力，目前大学在读音乐制作专业，其治愈系嗓音的演唱，使得作品直抵心灵，温暖的邻家少年形象，让每首作品富有青春气息。代表作品：《年少的你》已发表原创EP《十七岁的夏天》、《北半球的夏半年》、《漫游日记》等。
861777,"华晨宇，1990年2月7日生于湖北十堰 ，中国男歌手，毕业于武汉音乐学院。
2013年，参加湖南卫视《快乐男声》获年度总冠军出道 。2014年1月，首登央视春晚舞台。9月6日-7日，在北京万事达中心连开两场“火星”演唱会 ，随后首张个人专辑《卡西莫多的礼物》发行 ，并凭此专辑获第十五届音乐风云榜年度最受欢迎男歌手等奖项。同年7月31日—8月2日，2015火星演唱会在上海大舞台连开三场。"
6066,大学时期参加台湾歌唱选秀节目《超级星光大道》获选为第一届“人气王”。比赛的时候，杨宗纬歌声阳刚而细腻，富含感情，辨识度高，感染力强，以演唱抒情歌曲见长，选曲跨越性别界线，无论是男女歌手的抒情歌曲，经过他重新诠释之后，常常都可以得到不输原唱或甚至超越原唱的评价。
980113,"宁桓宇，1993年9月11日出生于贵州省铜仁市，中国内地男歌手，就读于四川音乐学院。
2013年，参加湖南卫视选秀娱乐节目《快乐男声》的比赛，最终获得全国总决赛第四名，从而正式进入演艺圈 ；同年，推出个人单曲《如果深爱》。2014年，主演悬疑电影《秘术》 ；同年，获得由当代娱乐网举办的“中国男神”票选第一名 。2015年，推出首张个人创作专辑《心与心》 ；同年，获得“音乐先锋榜”年度先锋新人奖。"
909029,白举纲，1993年11月2日出生于四川省绵阳市江油市。话筒手。
905413,"于湉（Tan），1993年1月10日出生于天津市，中国内地男歌手、魔力炭乐队主唱 ，就读于美国洛杉矶音乐学院。
2013年，参加湖南卫视选秀娱乐节目《快乐男声》的比赛，最终获得全国总决赛第五名，从而正式出道；同年，推出首支个人单曲《Free Time》。2014年，推出首张个人EP专辑《有一种力量叫傻瓜》 。"
992001,"张阳阳，中国新生代男歌手，1991年10月1日生于新疆塔城。
2013年参加湖南卫视大型歌唱节目《快乐男声》，获全国第六名 出道；赛后发行了首支个人单曲《最勇敢的爱》。
2014年8月参与出演电影《我是奋青》。12月14日，获2014音乐先锋榜年度先锋新人，同时，歌曲《回家路上》获年度”碰碰网“网上最具人气先锋金曲。12月21日，发行首张个人EP《关于青春》。"
12355767,"中国大陆男歌手，1990年3月6日出生于广东省梅州市，毕业于星海音乐学院。
2013年参加湖南卫视大型歌唱选秀节目《快乐男声》，获得全国第七名出道 。2013年9月19日发行了首支个人单曲《下个路口》。2013年11月02日至2014年3月15日，与2013快乐男声全国十一强先后在11大城市举行2013快乐男声全国巡回演唱会。2014年7月18日，其参演的快男主题电影《我就是我》上映。"
12356808,"范世錡，1992年3月23日出生于吉林省白城市。中国内地90后男歌手、演员。
2013年9月，范世錡参加歌唱选秀节目《快乐男声》，赛后签约天娱传媒正式出道。同年9月发行单曲《I‘m back》。
2014年，范世錡主演暑期热播剧《不一样的美男子》中何小歉一角，人气飙高。
2015年，范世錡参演真人秀《如果爱》、《中韩梦之队》等广受好评 。"
1063007,"居来提·库提来，1988年10月30日出生于新疆乌鲁木齐，中国大陆男歌手、演员。
2010年居来提参加《天天向上》，成为天天兄弟生力军。赴日本培训后，加入rta组合，2011年1月以歌手身份正式出道。同年8月退出RTA组合。
2013年，居来提参加湖南卫视歌唱选秀节目《快乐男声》，获得全国六强。同年9月发行单曲《I‘m Back》。"
2124,中国著名歌手、原创音乐人。2003年获得在长沙举行的全国PUB歌手大赛冠军。2007&quot;快乐男声&quot;获得全国总冠军走入走入大众视线并积累了高人气。2007年7月，发行首支单曲《有没有人告诉你》，11月8日，发行个人EP《原来我一直都不孤。2009年10月28日 陈楚生签约华谊兄弟。
10200,内地乐坛偶像与实力兼备的人气唱将，滚石唱片内地主力女歌手。2009年湖南卫视快乐女声全国四强，对各种曲风驾驭自如，得到国内外知名音乐人赞赏。郁可唯美音纯净，气质清纯，扎实的唱功、清亮、穿透人灵魂的嗓音让人赞叹，受到众多音乐人的赞美，被誉为“灵魂唱将”。《微加幸福》《失恋事小》三张专辑皆创佳绩，屡屡斩获各音乐颁奖典礼重大奖项。热门曲目：时间煮雨、指望、暖心等。
5379,韦礼安，1987年3月5日出生于中国台湾，毕业于台湾大学外文系，华语唱作男歌手。2006年，韦礼安开始在网络创作平台Streetvoice上发表多首音乐创作，2007年获得华视综艺节目《快乐星期天》的校园歌喉战第一届冠军，并接连在许多歌手的专辑中发表音乐作品。
7760,中国台湾女歌手。在出道前一直隐藏身份及名字，仅以英文名Claire主唱五部偶像剧献唱《家有菲菲》、《火线任务》、《偷天换日》、《海豚爱上猫》及《屋顶上的绿宝石》的片尾曲及插曲。在2007年6月29日推出个人首张专辑《我不想忘记你》，并找来师姊的范玮琪及张韶涵合唱《仨人》一曲。2008年5月推出第二张专辑，以别开生面的“纯爱”形式演唱《下一个天亮》后迅速走红。
10199, 中国台湾流行歌手，集歌手、演员、主持人等多方位发展的的全能艺人。2000年加入4 in love组合出道，曾参演过《流星花园》“小优”一角，戏份虽不多仍成为观众焦点。2002年末主持综艺节目《我猜我猜我猜猜猜》长达4年。2005年凭借专辑《暧昧》和偶像剧《恶魔在身边》而走红，有着“亚洲全能天后”、“勇敢天后”与“可爱教主”之称。
5769, 台湾歌坛最具代表力与影响力的摇滚实力唱将，两岸三地的摇滚标杆。前信乐团主唱。 2002年信乐团发行第一张专辑，凭著主唱信高亢的歌声走红。在信乐团担任主唱期间，共发行了三张音乐专辑、一张精选辑以及一张现场演唱专辑。于2007年单飞，以艺名“信”发行个人专辑，在乐坛取得不凡成绩。
9276,内地著名女歌手，原创电子唱作人。多次受邀出席巴黎、纽约时装周，有华语“潮流女王”、“个性天后”之称。2006年“超级女声”冠军， 2007年6月，尚雯婕签约华谊兄弟音乐，同时发行了首张个人EP大碟《梦之浮桥》。该EP名称源自尚雯婕为好莱坞电影《面纱》配唱的中文主题曲。10月22日，发行个人首张专辑《在梵高的星空下》。还曾两度献唱冯小刚导演电影《非诚勿扰》、《唐山大地震》主题曲。
704004,刘涛，1978年7月12日出生于江西省南昌市，中国内地女演员。
6681,张翰，内地著名男演员。1984年10月6日出生于黑龙江省齐齐哈尔市，2007年毕业于中央戏剧学院表演系本科班。2009年凭借青春校园偶像剧《一起来看流星雨》中饰演男一号慕容云海一炮而红。主演的《一起来看流星雨》《一不小心爱上你》《胜女的代价》等多部电视剧都创造了电视台全国收视第一的好成绩。2013年凭借史诗大剧《隋唐演义》扮演罗成一角备受业内人士与观众的一致好评，并获得白玉兰奖最具人气男演员。
29809651,
1081156,"张凯丽，1962年9月29日生于吉林省长春市，中央实验话剧团剧院演员。
1987年，参演首部电影《八女投江》；1990年，参演中国第一部室内剧《渴望》，饰演第一女主角刘慧芳，凭借《渴望》夺得大众电视金鹰奖最佳女主角奖和北京电视春燕杯最佳女主角奖，并获得1992年第三届全国电视十佳演员的十佳之首。"
1070063,"许晴，1969年1月22日出生于北京，中国女演员，1988考入北京电影学院表演系本科班。
1990年主演陈凯歌执导的电影《边走边唱》；1991年主演凌子风导演作品《狂》，1994年主演《东边日出西边雨》，1995年与姜文、葛优合作出演电影《秦颂》；2001年3月，在电视剧《笑傲江湖》中出演任盈盈一角。2007年，赴美国学习影视制作 。"
1044229,"李菲儿，又名李菲，1987年10月3日出生于辽宁，中国内地女演员，毕业于中北国际演艺专修学校。2008年因出演黄晓明版《鹿鼎记》中曾柔一角而被观众熟知。2009年主演王小帅执导电影《日照重庆》 。
2010年主演电视剧《欢迎爱光临》。2013年参演电视剧《远得要命的爱情》；同年参演电影《激战》。"
896460,"欧豪（Oho Ou） ，1992年10月13日出生于福建平潭，中国内地流行乐男歌手、影视演员。
2013年，参加湖南卫视选秀娱乐节目《快乐男声》的比赛，最终获得全国总决赛亚军，从而正式出道，比赛期间他还被时尚杂志《红秀GRAZIA》评为“最型男生”冠军 。2014年，获得“第14届音乐风云榜颁奖盛典”最受欢迎新人奖 ；同年，出演个人首部电视剧《唱·战记》 、爱情喜剧电影《临时同居》 。"
30046803,
1193417,"于朦胧（Alan Yu），1988年6月15日生于新疆乌鲁木齐，中国内地男歌手、演员、MV导演，毕业于北京演艺专修学院。
2010年担任丁爽歌曲《61秒》的MV导演 。2011年，主演微电影《纵身一跃》，饰演男主角小王子 。2013年，参加湖南卫视选秀娱乐节目《快乐男声》的比赛，获全国总决赛第十名；同年，推出个人单曲《刚好》 。"
27694332,"贾盛强，曾用名贾子胥，1990年1月24日出生于四川省南充市南部县，中国内地男歌手、演员。
2013年参加湖南卫视选秀节目《快乐男声》，凭借原创歌曲闯入快乐男声全国9强出道。同年9月发行个人单曲《姐姐》，收录于2013快男合辑《追梦敢不敢》，《姐姐》获得2013快男十大金曲 。"
5771,著名作词人、作曲人、唱片制作人、歌手。内地独立音乐之标杆人物，有音乐鬼才之称。2009年独立出版首张词曲全创作专辑《自定义》，2010年独立出版第二张词曲全创作专辑《寻雾启示》，两度掀起讨论热潮，一跃成为内地互联网讨论度最高的独立音乐人。2011年加盟海蝶音乐，推出第三张词曲全创作专辑《苏格拉没有底》，发行首月即在大陆地区摘下唱片销量榜冠军，轰动全国媒体，并拉开全国巡回签售及歌迷见面会。
8022,"发行两张数字EP《大爱》和《宠物女生》。8月18日发行与许嵩合唱的《素颜》；2011年2月参加网络春晚。2012年8月发行歌曲《玩笑话》 [1] ，2014年9月发行单曲《只能走到这里》。
2016年，何曼婷发行单曲《绵绵冰》《解脱》《原谅我》。2017年，先后发行《我要吃肉肉》《小巷酒馆》。"
906118,洛天依，隶属于上海禾念信息科技有限公司Vsinger旗下虚拟歌手，世界首位V家中文虚拟歌手。代表作：《普通DISCO》、《权御天下》、《追光使者》等。
1197168,徐秉龙，00后原创音乐人，词曲作者，南方生人。自弹自唱，自学写歌。15岁发表第一首原创作品，16岁为林宥嘉创作单曲《船》，17岁开启七城巡演。 2018年联袂制作人许环良发行个人首张EP《零零》； 2018年10月举办《来日可期》个人全国12场专场巡演； 2019年1月在北京参加网易云音乐原创盛典，获「年度最受欢迎男音乐人」奖；2019年3月在上海参加LPA颁奖盛典，获流行类最佳现场奖。
12386867,桃桃桃15，艺名桃十五，热爱音乐，精通各类曲风，热衷原创。爱好自己作词作曲，有许多受网友欢迎和喜爱的作品，立志给大家带来各种好听的音乐。
12186038,叶炫清，学生，歌手。1998年3月2日出生于绍兴嵊州。后随父母生活在杭州。在2016年的高考中，以全国第5名的成绩考入浙江音乐学院，现为浙江音乐学院流行系的大一新生。2016年参加浙江卫视《梦想的声音》、成功挑战羽泉组合。后挑战林俊杰pk中遗憾失败。2017年参加第二季《中国新歌声》进入那英战队。
8103,音乐工作者
